BENCHMARK STARTED
1539953830.771687 54
1539953831.181090 54
1539953831.618398 54
1539953832.034646 54
1539953832.460813 54
1539953832.873242 54
1539953833.345412 54
1539953833.759683 54
1539953834.176601 54
1539953834.586090 54
1539953835.039437 55
1539953835.458748 54
1539953835.869918 54
1539953836.283998 55
1539953836.698038 54
1539953837.104482 54
1539953837.522280 54
1539953837.935392 54
1539953838.356705 54
1539953838.765247 55
1539953839.175330 54
1539953839.626311 54
1539953840.046184 54
1539953840.474875 54
1539953840.882715 54
1539953841.317301 54
1539953841.728032 54
1539953842.144868 54
1539953842.557700 54
1539953843.012238 54
1539953843.429212 54
1539953843.847585 54
1539953844.260021 55
1539953844.725511 54
1539953845.130990 54
1539953845.556652 54
1539953845.979116 54
1539953846.424339 54
1539953846.840456 55
1539953847.258999 54
1539953847.668229 54
1539953848.153616 54
1539953848.592251 55
1539953849.020625 54
1539953849.436118 55
1539953849.925785 54
1539953850.336804 55
1539953850.753581 54
1539953851.162319 54
1539953851.620836 55
1539953852.040094 54
1539953852.457820 55
1539953852.868422 54
1539953853.284952 54
1539953853.695896 54
1539953854.104868 55
1539953854.523361 55
1539953854.969572 54
1539953855.375588 54
1539953855.794774 54
1539953856.272267 54
1539953856.710049 54
1539953857.126694 54
1539953857.544313 54
1539953858.019946 54
1539953858.436266 54
1539953858.856113 55
1539953859.265578 55
1539953859.712598 54
1539953860.125690 54
1539953860.552473 54
1539953860.970787 54
1539953861.452285 54
1539953861.873819 54
1539953862.295838 54
1539953862.706227 54
1539953863.184900 54
1539953863.619760 55
1539953864.046086 54
1539953864.462476 54
1539953864.937209 55
1539953865.346752 54
1539953865.760875 54
1539953866.175435 54
1539953866.612892 54
1539953867.042091 54
1539953867.460429 54
1539953867.872687 54
1539953868.291229 55
1539953868.700840 54
1539953869.109802 55
1539953869.556286 54
1539953870.012967 54
1539953870.438174 55
1539953870.850682 54
1539953871.300820 55
1539953871.714661 54
1539953872.138564 54
1539953872.555602 54
1539953873.027627 55
1539953873.443255 55
1539953873.862538 55
1539953874.272930 55
1539953874.706438 54
1539953875.117974 54
1539953875.542770 54
1539953875.960015 54
1539953876.391883 54
1539953876.806629 55
1539953877.225312 54
1539953877.641635 54
1539953878.092893 54
1539953878.515831 54
1539953878.940579 54
1539953879.352743 54
1539953879.831474 54
1539953880.241162 54
1539953880.660011 54
1539953881.071011 54
1539953881.522848 54
1539953881.941074 55
1539953882.354474 54
1539953882.763311 54
1539953883.191579 54
1539953883.603580 55
1539953884.018311 54
1539953884.463532 54
1539953884.902703 54
1539953885.325280 54
1539953885.735691 54
1539953886.176683 54
1539953886.592805 54
1539953887.016164 54
1539953887.431791 54
1539953887.898560 55
1539953888.322111 54
1539953888.742190 54
1539953889.153133 54
1539953889.589520 54
1539953890.012307 54
1539953890.438930 55
1539953890.851389 55
1539953891.336925 55
1539953891.781076 54
1539953892.199929 55
1539953892.611404 54
1539953893.062225 54
1539953893.483075 54
1539953893.900486 54
1539953894.313477 54
1539953894.763298 54
1539953895.174041 55
1539953895.585003 54
1539953896.002256 54
1539953896.446456 54
1539953896.860384 54
1539953897.276246 55
1539953897.685647 54
1539953898.100115 54
1539953898.522652 54
1539953898.940596 54
1539953899.373783 54
1539953899.825322 54
1539953900.240565 54
1539953900.661052 54
1539953901.146714 55
1539953901.582566 54
1539953902.004515 55
1539953902.416915 54
1539953902.897999 54
1539953903.315834 54
1539953903.733378 54
1539953904.146273 54
1539953904.630952 54
1539953905.081961 54
1539953905.506338 54
1539953905.912403 54
1539953906.403860 54
1539953906.828145 54
1539953907.244040 55
1539953907.655950 54
1539953908.111686 55
1539953908.531048 54
1539953908.946067 54
1539953909.359832 54
1539953909.776857 54
1539953910.190816 54
1539953910.606190 54
1539953911.022237 54
1539953911.470130 54
1539953911.874795 54
1539953912.296094 54
1539953912.728626 54
1539953913.144408 54
1539953913.570813 54
1539953913.987760 54
1539953914.437380 54
1539953914.851185 54
1539953915.269631 55
1539953915.678586 54
1539953916.165338 54
1539953916.600825 54
1539953917.021937 54
1539953917.438656 54
1539953917.938323 55
1539953918.371244 54
1539953918.789593 54
1539953919.196828 54
1539953919.676346 55
1539953920.096465 55
1539953920.521732 54
1539953920.936291 54
1539953921.389374 54
1539953921.806480 54
1539953922.218283 54
1539953922.628126 54
1539953923.046722 55
1539953923.465427 54
1539953923.876811 54
1539953924.291817 54
1539953924.729896 54
1539953925.139558 55
1539953925.555935 54
1539953926.034832 54
1539953926.468929 55
1539953926.892061 54
1539953927.306149 55
1539953927.751451 54
1539953928.164384 54
1539953928.588596 54
1539953929.005851 54
1539953929.460308 54
1539953929.869287 54
1539953930.292403 54
1539953930.701869 54
1539953931.185350 54
1539953931.619506 55
1539953932.041584 54
1539953932.462090 55
1539953932.951830 54
1539953933.365119 54
1539953933.782404 54
1539953934.193043 54
1539953934.654552 54
1539953935.068555 54
1539953935.486769 54
1539953935.897970 54
1539953936.315394 54
1539953936.725430 54
1539953937.137445 54
1539953937.554685 54
1539953937.986486 55
1539953938.395481 54
1539953938.809717 54
1539953939.255618 54
1539953939.669133 54
1539953940.087699 54
1539953940.507608 54
1539953940.995816 54
1539953941.443925 54
1539953941.864530 54
1539953942.278505 54
1539953942.719846 54
1539953943.133291 54
1539953943.565501 54
1539953943.979789 54
1539953944.465985 54
1539953944.896649 54
1539953945.320143 54
1539953945.728926 54
1539953946.198615 54
1539953946.610237 54
1539953947.023769 54
1539953947.437712 54
1539953947.863055 54
1539953948.282301 54
1539953948.690072 54
1539953949.097774 54
1539953949.520260 54
1539953949.934502 54
1539953950.349626 54
1539953950.803632 54
1539953951.227747 54
1539953951.639049 55
1539953952.061066 54
1539953952.496372 54
1539953952.906331 54
1539953953.331219 54
1539953953.749614 54
1539953954.233077 55
1539953954.669768 54
1539953955.089014 54
1539953955.506298 54
1539953955.993932 54
1539953956.438867 54
1539953956.856867 54
1539953957.268763 55
1539953957.709820 55
1539953958.115184 54
1539953958.533978 54
1539953958.963732 55
1539953959.392007 54
1539953959.804368 54
1539953960.214579 54
1539953960.622691 54
1539953961.040633 54
1539953961.457458 54
1539953961.866718 54
1539953962.323269 54
1539953962.751646 54
1539953963.165668 54
1539953963.585128 54
1539953964.078830 54
1539953964.503405 54
1539953964.927549 54
1539953965.339055 54
1539953965.776603 54
1539953966.204916 54
1539953966.625016 54
1539953967.041891 54
1539953967.536513 54
1539953967.975294 54
1539953968.397880 54
1539953968.811083 54
1539953969.290422 54
1539953969.703664 54
